 TABLE 1: REPARTITION DES VOLS PAR CLUSTER 
Cluster;Effectif;Proportion (%)
Cluster 1 (Majeur A);971;52.63
Cluster 2 (Majeur B);641;34.74
Cluster 3 (Mineur A);58;3.14
Cluster 4 (Mineur B);26;1.41
Cluster 5 (Outliers);149;8.08
Total;1845;100.0


 TABLE 2: COMPOSITION PAR MISSION (Somme par ligne = 100%) 
Macro_Cluster;-2;1;3;4
Cluster 1 (Majeur A);0.62;97.32;2.06;0.0
Cluster 2 (Majeur B);26.05;69.73;4.21;0.0
Cluster 3 (Mineur A);3.45;91.38;5.17;0.0
Cluster 4 (Mineur B);15.38;80.77;3.85;0.0
Cluster 5 (Outliers);7.38;75.84;15.44;1.34


 TABLE 3: DESTINATION PAR MISSION (Somme par colonne = 100%) 
Macro_Cluster;-2;1;3;4
Cluster 1 (Majeur A);3.16;59.85;27.03;0.0
Cluster 2 (Majeur B);87.89;28.31;36.49;0.0
Cluster 3 (Mineur A);1.05;3.36;4.05;0.0
Cluster 4 (Mineur B);2.11;1.33;1.35;0.0
Cluster 5 (Outliers);5.79;7.16;31.08;100.0


 TABLE 4: COMPOSITION PAR OPERATEUR (Somme par ligne = 100%) 
Macro_Cluster;3;10;12;20;23;81;83;112;161;277;298;303;335;339;394
Cluster 1 (Majeur A);24.1;11.43;1.13;0.62;0.0;13.59;33.37;2.68;2.37;0.31;0.41;0.51;3.6;0.1;5.77
Cluster 2 (Majeur B);6.08;6.86;3.12;25.9;0.16;21.06;6.86;2.03;6.55;0.62;16.22;0.16;2.65;0.31;1.4
Cluster 3 (Mineur A);0.0;0.0;5.17;3.45;0.0;0.0;86.21;5.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Cluster 4 (Mineur B);0.0;0.0;0.0;15.38;0.0;0.0;0.0;80.77;0.0;0.0;0.0;0.0;0.0;3.85;0.0
Cluster 5 (Outliers);0.67;2.01;5.37;6.71;2.01;26.85;24.16;12.08;4.03;0.0;2.01;6.71;1.34;3.36;2.68


 TABLE 5: DESTINATION PAR OPERATEUR (Somme par colonne = 100%) 
Macro_Cluster;3;10;12;20;23;81;83;112;161;277;298;303;335;339;394
Cluster 1 (Majeur A);85.4;70.25;26.19;3.19;0.0;43.0;71.37;32.1;32.39;42.86;3.6;31.25;64.81;11.11;81.16
Cluster 2 (Majeur B);14.23;27.85;47.62;88.3;25.0;43.97;9.69;16.05;59.15;57.14;93.69;6.25;31.48;22.22;13.04
Cluster 3 (Mineur A);0.0;0.0;7.14;1.06;0.0;0.0;11.01;3.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Cluster 4 (Mineur B);0.0;0.0;0.0;2.13;0.0;0.0;0.0;25.93;0.0;0.0;0.0;0.0;0.0;11.11;0.0
Cluster 5 (Outliers);0.36;1.9;19.05;5.32;75.0;13.03;7.93;22.22;8.45;0.0;2.7;62.5;3.7;55.56;5.8


 TABLE 6: STATISTIQUES DES DUREES (en secondes) 
Macro_Cluster;Moyenne;Ecart-type;Min;25%;Mediane;75%;Max
Cluster 1 (Majeur A);8981.9;3040.0;0.5;7597.0;8648.5;10373.0;18891.0
Cluster 2 (Majeur B);6895.7;2853.7;306.5;4718.0;6731.0;8653.0;19989.5
Cluster 3 (Mineur A);6704.7;2280.0;1682.5;5962.4;6259.0;8033.1;14838.0
Cluster 4 (Mineur B);10072.2;3670.0;2872.5;7592.0;11594.0;12919.9;14089.0
Cluster 5 (Outliers);7264.3;2704.6;912.0;4865.0;7462.0;8934.5;15984.0


