,F_SESSION,k_aircraft,k_operator,k_mission,flight_document,cluster
1688,3196600,52255,298,1,2_5_5_5_5 5_5_5_5_2 4_2_2_2_4 4_3_3_3_4 4_3_3_3_3 3_3_3_3_4 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 1051_2428_2428_2428_1052 3721_8814_8814_8814_3721 3721_8814_8814_8814_3721 3752_3749_3749_3749_3750 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 3735_4195_4195_4195_4200 3753_3747_3747_3747_3748 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_5_5_5_4 4_5_5_5_5 5_5_5_5_2 5_2_2_5_4 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2,0
1689,3196602,46515,81,1,2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_115_115_291_12 1904_1890_1890_1890_1904 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 119_2_2_2_4 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
1690,3196603,41559,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_2_5_5 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 1493_1492_1492_1492_7252 9785_9785_9785_9785_8666 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1313_1097_1096_1096_1097 1097_1096_1096_1097_1096 2461_1335_1335_1335_1099 1335_1335_1335_1313_1312 1335_1313_1313_1313_1095 1097_1096_1096_1096_1207 1124_1097_1096_1096_1097 1097_1096_1096_1097_1096 1097_1096_1096_1096_1207 2460_1335_1313_1335_1313 1097_1096_1096_1096_1097 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_3_3_3_3 3_3_3_3_2 3_2_2_2_3 2_3_3_3_3 3_3_3_3_2 3_2_2_2_3 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
1691,3196604,46890,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_193_193_193_193 193_193_193_193_7 1507_3259_3259_3259_4480 1094_727_1094_1094_723 730_731_731_731_732 1332_1527_1527_1527_1332 1294_2187_2187_2187_1294 1336_4204_1336_1337_1294 3057_3054_3054_3054_3057 3057_3054_3054_3054_3057 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 720_719_719_719_722 719_722_722_722_1094 1096_1335_1335_1335_1099 1097_1096_1096_1096_1097 1125_1207_1207_1207_1096 1313_1095_1095_1095_1096 1313_1095_1095_1095_1096 1097_1096_1096_1096_1097 1097_1334_1334_1334_2459 1334_2459_2459_2459_1099 1097_1096_1096_1096_1207 1097_1096_1096_1096_1097 1096_1207_1207_1207_1096 1096_1097_1097_1097_1096 1206_1126_1126_1126_1128 1126_1128_1128_1128_1131 1097_1313_1313_1313_1335 1125_1097_1097_1097_1096 1097_1099_1099_1099_1312 1096_1097_1097_1096_1097 1128_1207_1207_1207_1096 1206_1097_1096_1096_1097 1096_1125_1125_1125_1207 1126_1128_1128_1128_1338 1126_1097_1097_1097_1098 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 2081_2090_2090_2090_2316 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2,0
1692,3196733,48090,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 2_6_6_6_6 1303_8035_8035_8035_1299 1124_1207_1207_1207_1124 1215_1124_1124_1124_1207 1097_1096_1096_1096_1097 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 5945_2463_2463_2463_1531 1124_1097_1097_1097_1208 1097_1124_1124_1124_1207 1125_1207_1207_1207_1097 1206_1126_1126_1126_1128 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_5_5_5_5 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,3
1693,3196735,46433,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 2_4_4_4_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_2709 2838_3082_3082_3082_2833 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1886_1887_1887_1887_1545 1885_1884_1884_1884_1894 8043_8042_8042_8042_1373 1885_1895_1895_1895_1376 1877_1874_1874_1874_1877 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 5_4_4_4_3 4_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_3_3_4_3 4_3_3_3_3 3_3_3_3_2 3_2_2_3_2 189_190_190_190_190 190_190_190_190_191,3
1694,3196781,41624,81,1,189_190_190_190_190 192_192_192_192_2 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 1923_5663_5663_5663_742 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2177_1304_1304_1304_3679 1517_1520_1520_1520_1523 1523_1142_1142_1142_1523 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2,0
1695,3196782,41624,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_12 1527_1144_1144_1144_1226 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 732_734_734_734_732 1144_4077_1144_4077_1144 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
1696,3196821,54806,394,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 680_2434_2434_2434_684 1502_1503_1503_1503_1504 2184_4632_4632_4632_2184 2184_4632_4632_4632_4633 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 2183_2192_2192_2192_2182 2182_2192_2192_2192_2182 2182_2192_2192_2192_2182 7_193_193_193_193 193_193_193_193_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 2_4_4_4_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
1697,3197062,46841,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 4_3_3_3_3 3_3_3_3_4 4_3_3_4_3 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 2_6_6_6_6 6_6_6_6_7 7_115_115_115_1292 1124_1097_1097_1097_1096 1096_1097_1097_1097_1096 1096_1097_1097_1097_1096 1140_1141_1141_1141_1140 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1207_1096_1096_1096_1207 1096_1097_1097_1097_1096 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_5_5_5_4 5_4_4_4_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,3
1698,3197083,54811,83,1,2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 5_5_5_5_2 5_2_5_5_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 3_4_4_4_3 4_3_3_3_3 6_6_6_6_7 7_115_115_115_1039 925_14553_14553_14553_715 1205_1338_1338_1338_1332 1527_1294_1294_1294_1527 2184_4077_4077_4077_5820 1332_1528_1528_1528_1332 5820_1144_1144_1144_4077 5462_9497_9497_9497_9497 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 1334_2457_2457_2457_2456 1336_1097_1097_1097_2460 2459_1334_1334_1334_2457 1335_2458_2458_2458_2462 2462_2453_2453_2453_2459 1128_1131_1131_1131_1130 1335_1095_1095_1095_1099 1336_1095_1095_1095_1334 2457_2453_2453_2453_1335 2453_2462_2462_2462_2453 1312_2460_2460_2460_1312 1313_1335_1335_1335_2460 1335_2460_2460_2460_3045 1336_1095_1095_1095_1312 2182_1313_1313_1313_1312 2459_2460_2460_2460_2454 1455_1456_11292_11292_8846 7_119_119_119_119 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
1699,3197084,54811,83,1,2_5_5_5_5 5_5_5_5_2 5_5_2_5_2 2_5_2_2_5 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 1527_1332_1332_1332_1527 2076_2083_2083_2083_2872 819_818_2319_2319_2324 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 2420_10948_8474_8474_8474 7690_2558_2558_2558_1336 1332_1205_1205_1205_1338 1527_1332_1332_1332_1338 1332_1338_1338_1338_2187 2187_1336_1336_1336_4204 3044_3045_3045_3045_3044 7353_4638_4638_4638_5655 3054_3057_3057_3057_3054 4_5_5_5_5 2_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
1700,3197236,46874,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 4_5_5_4_5 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_2_2_2_6 2_6_6_6_6 6_6_6_6_7 734_732_732_732_2800 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2171_2176_2176_2176_2173 1528_1332_1332_1528_1332 1332_1528_1528_1528_1332 1332_1527_1527_1527_1332 1332_1528_1528_1528_1332 189_190_190_190_190 190_190_190_190_191,2
1701,3197251,52522,83,1,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 115_115_115_115_115 115_291_291_291_12 1884_1885_1885_1885_1545 1545_2767_1545_2767_1545 1545_2767_1545_2767_1545 1545_2767_1545_2767_1545 1545_2767_2767_2767_1545 1545_2767_1545_2767_1545 1545_2767_1545_2767_1545 1545_2767_1545_2767_1545 2767_1545_1545_1545_2767 2767_2767_1545_2767_2767 2767_2767_1545_2767_2767 2767_2767_1545_2767_2767 2767_2767_1545_2767_2767 2767_1884_1884_1885_1885 1884_1885_1885_1885_1545 2767_1545_1545_1545_2767 2767_1884_1884_1885_1885 1884_1885_1885_1885_1884 1885_1884_1884_1884_1885 2872_2085_2085_2085_2084 2872_2869_2869_2869_2320 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 3044_2457_2457_2457_3044 2457_3044_3044_3044_2457 2457_3044_3044_3044_2457 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
1702,3197252,52524,83,1,2_5_5_5_5 5_5_5_5_2 5_5_2_5_2 2_5_2_2_5 2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 5_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_2709 1458_1459_1459_1459_11283 2319_818_818_818_819 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 2319_818_818_818_2327 2868_2324_2319_2319_818 818_818_818_818_818 818_818_818_818_818 7_119_119_119_119 4_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
1703,3197401,46433,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 4_5_5_5_5 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 3_4_4_4_2 3_4_4_4_3 4_3_3_3_3 3_3_3_3_4 3_4_4_4_2 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_115_115_115_1611 5722_3628_10734_10734_10734 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 4092_1370_4092_1370_4092 1370_4092_4092_4092_2477 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
1704,3197402,48117,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 2_3_3_3_3 3_3_3_3_4 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 4478_2161_3943_3943_3944 2477_2794_2794_2794_2477 2794_2477_2477_2477_2794 2477_2794_2794_2794_1893 1545_2767_1545_2767_1545 1545_2767_2767_2767_1545 2767_2767_1545_2767_2767 1545_2799_2799_2799_1893 2767_1545_2799_2799_1545 2799_1893_1893_1893_2799 1893_2799_2799_2799_1893 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 4_3_3_4_3 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
1705,3197471,41620,83,1,2_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_10256 7770_4269_4269_4269_7770 2872_2083_2083_2083_2321 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 2477_2794_2794_2794_2477 2799_2477_2477_2477_2794 2794_1370_1370_1370_4092 4494_1879_1879_1879_4494 11025_4381_4381_4381_12088 12088_11712_11712_11712_12088 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,3
1706,3197472,54811,83,1,2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 3_2_2_2_5 2_6_6_6_6 6_6_6_6_7 7_115_115_115_12 11683_11082_11082_11082_11081 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 3726_3723_3723_3723_3699 3703_3730_3730_3730_3703 3054_3057_3057_3057_3054 3060_3061_3061_3061_5661 2820_2819_2819_2819_2820 2822_3074_3074_3074_1947 3074_1947_1947_1947_2822 2839_3080_3080_3080_2839 115_115_115_115_115 119_119_119_119_2 2_5_5_5_5 4_3_3_3_3 3_3_3_3_4 189_190_190_190_190 190_190_190_190_191,2
1707,3197638,46874,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_4_4_4_2 4_5_5_5_4 4_5_5_5_5 5_4_5_5_4 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 501_5715_5715_5715_323 732_1519_1519_1519_1515 2767_1884_1884_1885_1885 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1884_1894_1894_1894_1895 1895_1894_1895_1895_1894 1894_1895_1895_1894_1895 1895_1894_1894_1894_1874 1884_1885_1885_1885_1895 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 119_119_119_119_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
1708,3197654,46896,20,-2,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 5_4_4_4_2 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_118_118_118_118 570_570_570_570_570 570_570_570_570_570 570_570_570_570_570 7_116_116_116_7 7_7_116_7_7 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 5_5_5_5_2 4_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 8056_1984_1983_1983_1984 1156_1157_1157_1157_10562 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 5_5_5_5_2 4_3_3_4_3 3_4_3_3_4 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190,1
1709,3197655,46896,20,-2,2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 4605_7469_4186_4186_4183 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_118_118_118_118 118_118_118_118_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 7_7_116_7_7 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 7_7_116_7_7 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190,1
1710,3197663,52522,83,1,2_3_3_3_3 3_3_3_3_2 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 2319_2071_2071_2071_2092 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 2184_4633_4633_4633_4079 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_7_7_7_3189 4_5_5_5_5 2_3_3_3_3 3_3_3_3_2 3_2_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,3
1711,3197666,52524,83,1,2_3_3_3_3 3_3_3_3_2 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_10256 8676_9167_9167_9167_718 2868_2081_2081_2081_2868 2076_2084_2084_2084_2076 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 9856_15315_15315_15315_13331 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_5_5_5_5 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
